year,commodity_type_en,commodity_type_fr,solicitation_code,contracts_count,original_value,amendment_value,department_en,department_fr
2019,Construction,Construction,AC,0,0,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2019,Service,Services,TN,49,2047789.89,233117.94,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2019,Good,Biens,TN,26,2615014.77,1494669.57,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2019,Construction,Construction,TN,0,0,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2019,Service,Services,ST,0,0,155191.38,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2019,Good,Biens,ST,0,0,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2019,Construction,Construction,ST,0,0,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2017,Service,Services,TC,16,575124.20,182434.73,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2017,Good,Biens,TC,4,196652.78,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2017,Construction,Construction,TC,0,0,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2017,Service,Services,OB,54,5026591.44,2189790.94,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2017,Good,Biens,OB,26,1182420.97,15750.0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2017,Construction,Construction,OB,0,0,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2017,Service,Services,TN,43,1103945.99,365313.72,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2017,Good,Biens,TN,22,1221158.00,156082.88,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2017,Construction,Construction,TN,0,0,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2017,Service,Services,AC,5,432929.62,188012.37,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2017,Good,Biens,AC,0,0,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2017,Construction,Construction,AC,0,0,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2018,Service,Services,TC,9,348166.22,172720.5,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2018,Good,Biens,TC,6,255628.19,8824.58,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2018,Construction,Construction,TC,0,0,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2018,Service,Services,OB,54,6717670.38,560910.36,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2018,Good,Biens,OB,8,211808.35,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2018,Construction,Construction,OB,0,0,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2018,Service,Services,TN,53,1736390.39,579486.11,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2018,Good,Biens,TN,15,641894.85,26424,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2018,Construction,Construction,TN,0,0,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2018,Service,Services,ST,0,0,304064.92,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2018,Good,Biens,ST,0,0,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2018,Construction,Construction,ST,0,0,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2018,Service,Services,AC,3,441229.74,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2018,Good,Biens,AC,0,0,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2018,Construction,Construction,AC,0,0,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2020,Service,Services,TN,45,1747082.95,60866.87,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2020,Good,Biens,TN,39,1848432.04,356265.36,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2020,Construction,Construction,TN,0,0,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2020,Service,Services,OB,28,1285565.62,62579.94,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2020,Good,Biens,OB,18,1167945.16,-120398.68,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2020,Construction,Construction,OB,0,0,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2020,Service,Services,TC,3,227698.18,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2020,Good,Biens,TC,8,1080530.24,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2020,Construction,Construction,TC,0,0,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2020,Service,Services,ST,10,5779146.84,93678.11,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2020,Good,Biens,ST,3,137703.38,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2020,Construction,Construction,ST,0,0,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2020,Service,Services,AC,3,377795.95,19185.32,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2020,Good,Biens,AC,2,231623.04,9757.84,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2020,Construction,Construction,AC,0,0,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2021,Service,Services,AC,4,489073.40,693211.25,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2021,Good,Biens,AC,0,0,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2021,Construction,Construction,AC,0,0,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2021,Service,Services,OB,9,1829274.29,-1184.75,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2021,Good,Biens,OB,19,943869.16,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2021,Construction,Construction,OB,0,0,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2021,Service,Services,TN,48,1931229.64,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2021,Good,Biens,TN,15,583483.09,16009.52,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2021,Construction,Construction,TN,1,17341.52,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2021,Service,Services,ST,23,13031238.16,-124751.99,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2021,Good,Biens,ST,0,0,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2021,Construction,Construction,ST,0,0,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2021,Service,Services,TC,3,124302.26,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2021,Good,Biens,TC,1,10295.34,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2021,Construction,Construction,TC,0,0,0,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2020,Service,Services,TC,18,3440882.40,2021391.45,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2020,Good,Biens,TC,7,428873.85,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2020,Construction,Construction,TC,0,0,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2020,Service,Services,ST,3,367805.03,2625314.39,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2020,Good,Biens,ST,0,0,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2020,Construction,Construction,ST,0,0,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2020,Service,Services,TN,35,1300790.43,25841.57,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2020,Good,Biens,TN,26,1248390.21,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2020,Construction,Construction,TN,0,0,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2020,Service,Services,OB,1,508500,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2020,Good,Biens,OB,0,0,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2020,Construction,Construction,OB,0,0,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2021,Service,Services,TN,26,738522.83,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2021,Good,Biens,TN,20,601240.02,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2021,Construction,Construction,TN,0,0,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2021,Service,Services,OB,2,275652,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2021,Good,Biens,OB,0,0,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2021,Construction,Construction,OB,0,0,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2021,Service,Services,TC,5,245653.44,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2021,Good,Biens,TC,4,392431.08,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2021,Construction,Construction,TC,0,0,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2021,Service,Services,AC,2,791167.59,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2021,Good,Biens,AC,0,0,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2021,Construction,Construction,AC,0,0,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2018,Service,Services,TC,17,1197619.24,2632750.93,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2018,Good,Biens,TC,4,122664.51,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2018,Construction,Construction,TC,0,0,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2018,Service,Services,TN,44,1141076.58,20770.05,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2018,Good,Biens,TN,24,1247752.06,78506.86,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2018,Construction,Construction,TN,0,0,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2018,Service,Services,OB,1,203620.73,101178.0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2018,Good,Biens,OB,0,0,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2018,Construction,Construction,OB,0,0,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2018,Service,Services,AC,0,0,608861.61,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2018,Good,Biens,AC,0,0,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2018,Construction,Construction,AC,0,0,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2019,Service,Services,TC,6,833254.69,2291007.01,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2019,Good,Biens,TC,5,654755.25,-1264.63,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2019,Construction,Construction,TC,0,0,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2019,Service,Services,TN,52,1477050.42,335772.01,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2019,Good,Biens,TN,20,846710.71,144704.73,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2019,Construction,Construction,TN,0,0,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2019,Service,Services,ST,0,0,411796.08,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2019,Good,Biens,ST,0,0,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2019,Construction,Construction,ST,0,0,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2019,Service,Services,AC,1,276793.5,23730.0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2019,Good,Biens,AC,0,0,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2019,Construction,Construction,AC,0,0,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2019,Service,Services,OB,0,0,133371.0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2019,Good,Biens,OB,0,0,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2019,Construction,Construction,OB,0,0,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2017,Service,Services,TC,19,4091067.50,541657.0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2017,Good,Biens,TC,5,127321.59,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2017,Construction,Construction,TC,0,0,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2017,Service,Services,OB,3,304799.73,203620.73,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2017,Good,Biens,OB,0,0,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2017,Construction,Construction,OB,0,0,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2017,Service,Services,AC,0,0,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2017,Good,Biens,AC,1,35750.0,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2017,Construction,Construction,AC,0,0,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2017,Service,Services,TN,30,795747.78,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2017,Good,Biens,TN,36,1217110.50,41257.45,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2017,Construction,Construction,TN,0,0,0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes
2019,Service,Services,OB,101,56429103.34,6820152.97,Canadian Space Agency,Agence spatiale canadienne
2019,Good,Biens,OB,24,916586.82,199477.08,Canadian Space Agency,Agence spatiale canadienne
2019,Construction,Construction,OB,6,645669.12,443226.07,Canadian Space Agency,Agence spatiale canadienne
2019,Service,Services,TC,39,1957348.76,190150.54,Canadian Space Agency,Agence spatiale canadienne
2019,Good,Biens,TC,7,326155.32,16419.60,Canadian Space Agency,Agence spatiale canadienne
2019,Construction,Construction,TC,5,175347.80,12593.42,Canadian Space Agency,Agence spatiale canadienne
2019,Service,Services,AC,1,45500.0,154000.0,Canadian Space Agency,Agence spatiale canadienne
2019,Good,Biens,AC,1,50942.27,0,Canadian Space Agency,Agence spatiale canadienne
2019,Construction,Construction,AC,0,0,0,Canadian Space Agency,Agence spatiale canadienne
2019,Service,Services,TN,61,20692072.56,7119301.60,Canadian Space Agency,Agence spatiale canadienne
2019,Good,Biens,TN,25,814788.97,160911.41,Canadian Space Agency,Agence spatiale canadienne
2019,Construction,Construction,TN,13,261226.28,9584.55,Canadian Space Agency,Agence spatiale canadienne
2017,Service,Services,OB,99,20306531.85,14878524.72,Canadian Space Agency,Agence spatiale canadienne
2017,Good,Biens,OB,14,3023179.51,1023319.39,Canadian Space Agency,Agence spatiale canadienne
2017,Construction,Construction,OB,7,2078230.99,2010358.73,Canadian Space Agency,Agence spatiale canadienne
2017,Service,Services,TC,69,4954138.18,8577020.01,Canadian Space Agency,Agence spatiale canadienne
2017,Good,Biens,TC,12,440193.28,261429.55,Canadian Space Agency,Agence spatiale canadienne
2017,Construction,Construction,TC,5,3241594.23,518787.18,Canadian Space Agency,Agence spatiale canadienne
2017,Service,Services,AC,2,74084.66,223259.33,Canadian Space Agency,Agence spatiale canadienne
2017,Good,Biens,AC,0,0,0,Canadian Space Agency,Agence spatiale canadienne
2017,Construction,Construction,AC,0,0,0,Canadian Space Agency,Agence spatiale canadienne
2017,Service,Services,TN,67,546916012.46,113742039.36,Canadian Space Agency,Agence spatiale canadienne
2017,Good,Biens,TN,42,6267199.39,2587944.10,Canadian Space Agency,Agence spatiale canadienne
2017,Construction,Construction,TN,4,98379.34,20017.81,Canadian Space Agency,Agence spatiale canadienne
2020,Service,Services,OB,104,35228634.22,5117663.37,Canadian Space Agency,Agence spatiale canadienne
2020,Good,Biens,OB,20,906552.30,59535.68,Canadian Space Agency,Agence spatiale canadienne
2020,Construction,Construction,OB,8,1220070.27,66132.5,Canadian Space Agency,Agence spatiale canadienne
2020,Service,Services,TN,66,260218922.67,9888032.53,Canadian Space Agency,Agence spatiale canadienne
2020,Good,Biens,TN,33,1278501.38,83772.18,Canadian Space Agency,Agence spatiale canadienne
2020,Construction,Construction,TN,9,154596.38,0,Canadian Space Agency,Agence spatiale canadienne
2020,Service,Services,TC,16,2929064.80,79656.85,Canadian Space Agency,Agence spatiale canadienne
2020,Good,Biens,TC,4,103477.97,0,Canadian Space Agency,Agence spatiale canadienne
2020,Construction,Construction,TC,2,213393.6,0,Canadian Space Agency,Agence spatiale canadienne
2018,Service,Services,OB,69,21944190.69,1053540.71,Canadian Space Agency,Agence spatiale canadienne
2018,Good,Biens,OB,10,994744.20,78109.68,Canadian Space Agency,Agence spatiale canadienne
2018,Construction,Construction,OB,4,812247.86,717793.88,Canadian Space Agency,Agence spatiale canadienne
2018,Service,Services,TC,24,983926.40,209644.45,Canadian Space Agency,Agence spatiale canadienne
2018,Good,Biens,TC,8,187019.40,26138.89,Canadian Space Agency,Agence spatiale canadienne
2018,Construction,Construction,TC,0,0,0,Canadian Space Agency,Agence spatiale canadienne
2018,Service,Services,TN,52,6651671.58,2791368.32,Canadian Space Agency,Agence spatiale canadienne
2018,Good,Biens,TN,21,1050847.86,760647.01,Canadian Space Agency,Agence spatiale canadienne
2018,Construction,Construction,TN,7,213766.26,0,Canadian Space Agency,Agence spatiale canadienne
2021,Service,Services,TN,40,46908917.23,0,Canadian Space Agency,Agence spatiale canadienne
2021,Good,Biens,TN,20,1839202.61,22892.67,Canadian Space Agency,Agence spatiale canadienne
2021,Construction,Construction,TN,8,164789.58,0,Canadian Space Agency,Agence spatiale canadienne
2021,Service,Services,OB,87,62092395.79,1477386.30,Canadian Space Agency,Agence spatiale canadienne
2021,Good,Biens,OB,13,480133.03,0,Canadian Space Agency,Agence spatiale canadienne
2021,Construction,Construction,OB,10,1155529.47,28289.74,Canadian Space Agency,Agence spatiale canadienne
2021,Service,Services,TC,27,4634346.10,-116124.75,Canadian Space Agency,Agence spatiale canadienne
2021,Good,Biens,TC,9,441563.07,0,Canadian Space Agency,Agence spatiale canadienne
2021,Construction,Construction,TC,2,97056.56,0,Canadian Space Agency,Agence spatiale canadienne
2019,Service,Services,TC,12,1361714.25,1004183.09,Canadian Transportation Agency,Office des transports du Canada
2019,Good,Biens,TC,5,406628.55,30105.5,Canadian Transportation Agency,Office des transports du Canada
2019,Construction,Construction,TC,0,0,0,Canadian Transportation Agency,Office des transports du Canada
2019,Service,Services,OB,0,0,118596.24,Canadian Transportation Agency,Office des transports du Canada
2019,Good,Biens,OB,1,77477.74,0,Canadian Transportation Agency,Office des transports du Canada
2019,Construction,Construction,OB,0,0,0,Canadian Transportation Agency,Office des transports du Canada
2019,Service,Services,TN,22,543470.13,42247.32,Canadian Transportation Agency,Office des transports du Canada
2019,Good,Biens,TN,4,125989.58,63348.41,Canadian Transportation Agency,Office des transports du Canada
2019,Construction,Construction,TN,0,0,0,Canadian Transportation Agency,Office des transports du Canada
2017,Service,Services,TC,17,447881.70,429033.25,Canadian Transportation Agency,Office des transports du Canada
2017,Good,Biens,TC,8,312792.56,0,Canadian Transportation Agency,Office des transports du Canada
2017,Construction,Construction,TC,0,0,0,Canadian Transportation Agency,Office des transports du Canada
2017,Service,Services,OB,0,0,286689.42,Canadian Transportation Agency,Office des transports du Canada
2017,Good,Biens,OB,0,0,0,Canadian Transportation Agency,Office des transports du Canada
2017,Construction,Construction,OB,0,0,0,Canadian Transportation Agency,Office des transports du Canada
2017,Service,Services,TN,13,308172.07,37718.24,Canadian Transportation Agency,Office des transports du Canada
2017,Good,Biens,TN,2,169104.58,5629.4,Canadian Transportation Agency,Office des transports du Canada
2017,Construction,Construction,TN,0,0,0,Canadian Transportation Agency,Office des transports du Canada
2020,Service,Services,TN,20,491413.34,47396.19,Canadian Transportation Agency,Office des transports du Canada
2020,Good,Biens,TN,6,201572.81,0,Canadian Transportation Agency,Office des transports du Canada
2020,Construction,Construction,TN,0,0,0,Canadian Transportation Agency,Office des transports du Canada
2020,Service,Services,TC,13,568009.99,405907.09,Canadian Transportation Agency,Office des transports du Canada
2020,Good,Biens,TC,3,493639.26,2.88,Canadian Transportation Agency,Office des transports du Canada
2020,Construction,Construction,TC,0,0,0,Canadian Transportation Agency,Office des transports du Canada
2020,Service,Services,OB,0,0,52419.25,Canadian Transportation Agency,Office des transports du Canada
2020,Good,Biens,OB,3,270554.79,0,Canadian Transportation Agency,Office des transports du Canada
2020,Construction,Construction,OB,0,0,0,Canadian Transportation Agency,Office des transports du Canada
2018,Service,Services,TN,22,524410.25,82688.73,Canadian Transportation Agency,Office des transports du Canada
2018,Good,Biens,TN,6,238841.19,7161.06,Canadian Transportation Agency,Office des transports du Canada
2018,Construction,Construction,TN,0,0,0,Canadian Transportation Agency,Office des transports du Canada
2018,Service,Services,TC,10,202898.81,790463.24,Canadian Transportation Agency,Office des transports du Canada
2018,Good,Biens,TC,10,570020.43,-60401.78,Canadian Transportation Agency,Office des transports du Canada
2018,Construction,Construction,TC,0,0,0,Canadian Transportation Agency,Office des transports du Canada
2018,Service,Services,OB,1,65000.0,1065421.83,Canadian Transportation Agency,Office des transports du Canada
2018,Good,Biens,OB,2,93224.68,0,Canadian Transportation Agency,Office des transports du Canada
2018,Construction,Construction,OB,0,0,0,Canadian Transportation Agency,Office des transports du Canada
2021,Service,Services,TN,16,762659.16,77885.35,Canadian Transportation Agency,Office des transports du Canada
2021,Good,Biens,TN,5,263270.95,0,Canadian Transportation Agency,Office des transports du Canada
2021,Construction,Construction,TN,0,0,0,Canadian Transportation Agency,Office des transports du Canada
2021,Service,Services,TC,8,500962.29,408751.06,Canadian Transportation Agency,Office des transports du Canada
2021,Good,Biens,TC,4,283449.67,0,Canadian Transportation Agency,Office des transports du Canada
2021,Construction,Construction,TC,0,0,0,Canadian Transportation Agency,Office des transports du Canada
2021,Service,Services,ST,1,92400,0,Canadian Transportation Agency,Office des transports du Canada
2021,Good,Biens,ST,0,0,0,Canadian Transportation Agency,Office des transports du Canada
2021,Construction,Construction,ST,0,0,0,Canadian Transportation Agency,Office des transports du Canada
2020,Service,Services,TN,12,362227.66,16690.89,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada
2020,Good,Biens,TN,2,45573.14,0,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada
2020,Construction,Construction,TN,0,0,0,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada
2020,Service,Services,TC,8,435117.27,35379.77,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada
2020,Good,Biens,TC,4,169383.17,0,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada
2020,Construction,Construction,TC,0,0,0,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada
2019,Service,Services,TC,6,376787.80,212995.66,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada
2019,Good,Biens,TC,1,22035.0,87842.0,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada
2019,Construction,Construction,TC,0,0,0,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada
2019,Service,Services,TN,7,284470.18,359017.58,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada
2019,Good,Biens,TN,4,114481.00,0,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada
2019,Construction,Construction,TN,0,0,0,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada
2021,Service,Services,TN,5,107243.51,0,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada
2021,Good,Biens,TN,0,0,0,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada
2021,Construction,Construction,TN,0,0,0,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada
2021,Service,Services,TC,3,89408.99,0,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada
2021,Good,Biens,TC,2,148489.2885,0,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada
2021,Construction,Construction,TC,0,0,0,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada
2018,Service,Services,TC,10,599923.91,258271.14,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada
2018,Good,Biens,TC,7,430829.24,0,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada
2018,Construction,Construction,TC,0,0,0,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada
