year,commodity_type_en,commodity_type_fr,solicitation_code,contracts_count,original_value,amendment_value,department_en,department_fr
2020,Construction,Construction,OB,7,3735983.32,171867.02,Global Affairs Canada,Affaires mondiales Canada
2020,Service,Services,TC,797,67378322.84,14480210.50,Global Affairs Canada,Affaires mondiales Canada
2020,Good,Biens,TC,434,28323041.07,941755.20,Global Affairs Canada,Affaires mondiales Canada
2020,Construction,Construction,TC,144,6012363.53,-149203.59,Global Affairs Canada,Affaires mondiales Canada
2020,Service,Services,AC,5,1091085.12,91093.71,Global Affairs Canada,Affaires mondiales Canada
2020,Good,Biens,AC,1,12579.16,0,Global Affairs Canada,Affaires mondiales Canada
2020,Construction,Construction,AC,0,0,0,Global Affairs Canada,Affaires mondiales Canada
2021,Service,Services,TN,835,26943326.96,327549.40,Global Affairs Canada,Affaires mondiales Canada
2021,Good,Biens,TN,368,9692165.27,48971.51,Global Affairs Canada,Affaires mondiales Canada
2021,Construction,Construction,TN,91,2372828.05,770463.43,Global Affairs Canada,Affaires mondiales Canada
2021,Service,Services,TC,686,56435764.86,4168923.44,Global Affairs Canada,Affaires mondiales Canada
2021,Good,Biens,TC,334,26441208.16,819.14,Global Affairs Canada,Affaires mondiales Canada
2021,Construction,Construction,TC,128,4704830.52,76272.67,Global Affairs Canada,Affaires mondiales Canada
2021,Service,Services,OB,106,41676256.20,1835158.92,Global Affairs Canada,Affaires mondiales Canada
2021,Good,Biens,OB,9,2201118.35,0,Global Affairs Canada,Affaires mondiales Canada
2021,Construction,Construction,OB,5,942301.47,58090.9,Global Affairs Canada,Affaires mondiales Canada
2021,Service,Services,AC,1,627432,0,Global Affairs Canada,Affaires mondiales Canada
2021,Good,Biens,AC,0,0,0,Global Affairs Canada,Affaires mondiales Canada
2021,Construction,Construction,AC,0,0,0,Global Affairs Canada,Affaires mondiales Canada
2018,Service,Services,TC,1320,113688846.60,25533351.89,Global Affairs Canada,Affaires mondiales Canada
2018,Good,Biens,TC,522,48194638.26,2143774.48,Global Affairs Canada,Affaires mondiales Canada
2018,Construction,Construction,TC,224,10398290.03,1466199.53,Global Affairs Canada,Affaires mondiales Canada
2018,Service,Services,OB,96,68824538.52,3507236.35,Global Affairs Canada,Affaires mondiales Canada
2018,Good,Biens,OB,12,899620.12,0,Global Affairs Canada,Affaires mondiales Canada
2018,Construction,Construction,OB,6,3850414.12,-64944.32,Global Affairs Canada,Affaires mondiales Canada
2018,Service,Services,TN,856,25484547.78,1857454.33,Global Affairs Canada,Affaires mondiales Canada
2018,Good,Biens,TN,624,20176079.82,2581691.08,Global Affairs Canada,Affaires mondiales Canada
2018,Construction,Construction,TN,93,1920900.29,21347.20,Global Affairs Canada,Affaires mondiales Canada
2018,Service,Services,AC,1,99999.0,0,Global Affairs Canada,Affaires mondiales Canada
2018,Good,Biens,AC,0,0,0,Global Affairs Canada,Affaires mondiales Canada
2018,Construction,Construction,AC,0,0,0,Global Affairs Canada,Affaires mondiales Canada
2019,Service,Services,TC,357,41991510.15,11074845.57,Health Canada,Santé Canada
2019,Good,Biens,TC,157,8933769.13,480927.27,Health Canada,Santé Canada
2019,Construction,Construction,TC,20,1052710.28,22600.0,Health Canada,Santé Canada
2019,Service,Services,TN,482,20253167.81,2532292.12,Health Canada,Santé Canada
2019,Good,Biens,TN,184,9700071.18,2591815.14,Health Canada,Santé Canada
2019,Construction,Construction,TN,24,580360.50,62242.61,Health Canada,Santé Canada
2019,Service,Services,OB,65,6561987.32,3822371.59,Health Canada,Santé Canada
2019,Good,Biens,OB,10,376377.09,692219.13,Health Canada,Santé Canada
2019,Construction,Construction,OB,7,1213369.14,160184.36,Health Canada,Santé Canada
2019,Service,Services,AC,6,700295.59,417029.52,Health Canada,Santé Canada
2019,Good,Biens,AC,3,381830.62,98892.01,Health Canada,Santé Canada
2019,Construction,Construction,AC,0,0,0,Health Canada,Santé Canada
2018,Service,Services,TC,520,45597777.69,19256240.39,Health Canada,Santé Canada
2018,Good,Biens,TC,180,16082082.44,1121250.41,Health Canada,Santé Canada
2018,Construction,Construction,TC,28,992560.24,106370.50,Health Canada,Santé Canada
2018,Service,Services,OB,76,11950464.13,10824669.84,Health Canada,Santé Canada
2018,Good,Biens,OB,5,249360.69,0,Health Canada,Santé Canada
2018,Construction,Construction,OB,2,298788.95,13501.58,Health Canada,Santé Canada
2018,Service,Services,AC,8,1908979.87,2172931.80,Health Canada,Santé Canada
2018,Good,Biens,AC,3,1975038.56,718399.5,Health Canada,Santé Canada
2018,Construction,Construction,AC,0,0,0,Health Canada,Santé Canada
2018,Service,Services,TN,428,12066329.27,892195.52,Health Canada,Santé Canada
2018,Good,Biens,TN,219,14965551.64,2028746.01,Health Canada,Santé Canada
2018,Construction,Construction,TN,12,333747.99,0,Health Canada,Santé Canada
2020,Service,Services,TC,248,60449681.37,70700473.81,Health Canada,Santé Canada
2020,Good,Biens,TC,148,29981298.19,-827344.35,Health Canada,Santé Canada
2020,Construction,Construction,TC,26,3239554.55,360231.46,Health Canada,Santé Canada
2020,Service,Services,TN,437,31135435.42,5239010.91,Health Canada,Santé Canada
2020,Good,Biens,TN,229,27358561.75,9594867.54,Health Canada,Santé Canada
2020,Construction,Construction,TN,10,226388.32,2226.1,Health Canada,Santé Canada
2020,Service,Services,OB,53,13315276.52,5777043.32,Health Canada,Santé Canada
2020,Good,Biens,OB,8,19119969.22,91674132.08,Health Canada,Santé Canada
2020,Construction,Construction,OB,29,770583.65,127858.56,Health Canada,Santé Canada
2020,Service,Services,AC,1,293686,0,Health Canada,Santé Canada
2020,Good,Biens,AC,3,541736.29,0,Health Canada,Santé Canada
2020,Construction,Construction,AC,0,0,0,Health Canada,Santé Canada
2021,Service,Services,TN,350,60793868.96,10566814.69,Health Canada,Santé Canada
2021,Good,Biens,TN,127,8337296.80,21530.76,Health Canada,Santé Canada
2021,Construction,Construction,TN,11,246011.97,0,Health Canada,Santé Canada
2021,Service,Services,TC,223,81518354.51,5760375.99,Health Canada,Santé Canada
2021,Good,Biens,TC,130,44305626.49,1198572.17,Health Canada,Santé Canada
2021,Construction,Construction,TC,5,1321494.15,26577.6,Health Canada,Santé Canada
2021,Service,Services,OB,40,4255317.07,3313.93,Health Canada,Santé Canada
2021,Good,Biens,OB,0,0,0,Health Canada,Santé Canada
2021,Construction,Construction,OB,1,788914.16,20589.12,Health Canada,Santé Canada
2021,Service,Services,AC,3,412296.98,0,Health Canada,Santé Canada
2021,Good,Biens,AC,3,984100.29,0,Health Canada,Santé Canada
2021,Construction,Construction,AC,0,0,0,Health Canada,Santé Canada
2017,Service,Services,OB,152,39140651.37,8556004.89,Health Canada,Santé Canada
2017,Good,Biens,OB,26,1279914.78,23409.08,Health Canada,Santé Canada
2017,Construction,Construction,OB,5,762789.33,55043.28,Health Canada,Santé Canada
2017,Service,Services,TC,590,37051278.90,18284589.73,Health Canada,Santé Canada
2017,Good,Biens,TC,224,17255719.37,2334322.80,Health Canada,Santé Canada
2017,Construction,Construction,TC,17,583151.14,0,Health Canada,Santé Canada
2017,Service,Services,TN,383,29445445.39,7947080.50,Health Canada,Santé Canada
2017,Good,Biens,TN,159,9393325.60,2007718.95,Health Canada,Santé Canada
2017,Construction,Construction,TN,8,216843.26,14012.0,Health Canada,Santé Canada
2017,Service,Services,AC,1,231099.75,241588.65,Health Canada,Santé Canada
2017,Good,Biens,AC,0,0,0,Health Canada,Santé Canada
2017,Construction,Construction,AC,1,210971.0,0,Health Canada,Santé Canada
2019,Service,Services,TC,136,8321907.03,2435385.66,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2019,Good,Biens,TC,49,4262226.53,712225.63,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2019,Construction,Construction,TC,0,0,0,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2019,Service,Services,TN,62,1777960.71,171270.35,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2019,Good,Biens,TN,16,586625.05,44041.75,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2019,Construction,Construction,TN,0,0,0,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2021,Service,Services,TN,63,4178457.72,100947.86,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2021,Good,Biens,TN,13,478412.94,0,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2021,Construction,Construction,TN,0,0,0,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2021,Service,Services,TC,56,5718183.36,329747.68,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2021,Good,Biens,TC,23,1708731.40,0,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2021,Construction,Construction,TC,0,0,0,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2021,Service,Services,ST,10,3110968.19,38510.4,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2021,Good,Biens,ST,0,0,0,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2021,Construction,Construction,ST,0,0,0,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2020,Service,Services,TN,79,2242440.88,129267.82,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2020,Good,Biens,TN,44,943539.87,0,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2020,Construction,Construction,TN,1,11886.69,5763,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2020,Service,Services,TC,126,9738674.34,1383919.53,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2020,Good,Biens,TC,46,3425480.20,169856.29,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2020,Construction,Construction,TC,0,0,0,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2020,Service,Services,ST,1,339000,0,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2020,Good,Biens,ST,0,0,0,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2020,Construction,Construction,ST,0,0,0,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2020,Service,Services,OB,1,427140,0,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2020,Good,Biens,OB,1,15303.18,15390.6,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2020,Construction,Construction,OB,0,0,0,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2018,Service,Services,TC,0,0,2877636.62,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2018,Good,Biens,TC,0,0,0,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2018,Construction,Construction,TC,0,0,0,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2018,Service,Services,TN,0,0,27050.99,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2018,Good,Biens,TN,0,0,0,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2018,Construction,Construction,TN,0,0,0,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2018,Service,Services,OB,0,0,1728685.3,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2018,Good,Biens,OB,0,0,0,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2018,Construction,Construction,OB,0,0,0,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2017,Service,Services,TC,0,0,5000.0,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2017,Good,Biens,TC,0,0,0,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2017,Construction,Construction,TC,0,0,0,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2019,Service,Services,OB,19,236668095.26,42832787.68,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2019,Good,Biens,OB,10,1450707.27,168052.91,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2019,Construction,Construction,OB,0,0,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2019,Service,Services,TC,455,93663859.66,9718966.19,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2019,Good,Biens,TC,86,12016261.77,4650515.25,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2019,Construction,Construction,TC,0,0,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2019,Service,Services,TN,93,11020179.21,754928.86,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2019,Good,Biens,TN,44,23648912.40,144674.03,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2019,Construction,Construction,TN,0,0,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2019,Service,Services,AC,0,0,10000.0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2019,Good,Biens,AC,0,0,31075,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2019,Construction,Construction,AC,0,0,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2019,Service,Services,ST,0,0,7106627.86,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2019,Good,Biens,ST,0,0,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2019,Construction,Construction,ST,0,0,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2018,Service,Services,TC,416,69967739.77,2073324.07,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2018,Good,Biens,TC,74,8819531.53,5177.66,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2018,Construction,Construction,TC,1,33112.8,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2018,Service,Services,OB,31,32347563.57,86710464.05,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2018,Good,Biens,OB,10,259530.29,40431.39,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2018,Construction,Construction,OB,0,0,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2018,Service,Services,TN,84,24292957.85,9743094.77,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2018,Good,Biens,TN,40,14707886.07,185635.97,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2018,Construction,Construction,TN,0,0,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2018,Service,Services,AC,1,1440844.97,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2018,Good,Biens,AC,0,0,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2018,Construction,Construction,AC,0,0,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2018,Service,Services,ST,0,0,-124417.02,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2018,Good,Biens,ST,0,0,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2018,Construction,Construction,ST,0,0,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2017,Service,Services,OB,26,1891180.41,1011879.34,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2017,Good,Biens,OB,18,1656605.34,28290.78,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2017,Construction,Construction,OB,0,0,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2017,Service,Services,TC,254,44283587.33,5836358.22,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2017,Good,Biens,TC,52,5163030.04,15876.5,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2017,Construction,Construction,TC,0,0,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2017,Service,Services,TN,73,16753336.66,463733.49,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2017,Good,Biens,TN,48,8671509.75,122877.15,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2017,Construction,Construction,TN,0,0,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2017,Service,Services,AC,1,35256.0,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2017,Good,Biens,AC,0,0,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2017,Construction,Construction,AC,0,0,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2017,Service,Services,ST,0,0,-19730.78,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2017,Good,Biens,ST,0,0,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2017,Construction,Construction,ST,0,0,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2020,Service,Services,OB,16,21715845.05,13886172.51,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2020,Good,Biens,OB,21,1866398.01,346892.61,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2020,Construction,Construction,OB,0,0,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2020,Service,Services,TC,430,74032735.85,8411879.10,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2020,Good,Biens,TC,68,6274362.43,3148138.76,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2020,Construction,Construction,TC,0,0,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2020,Service,Services,TN,93,19144642.61,10552258.70,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2020,Good,Biens,TN,42,12357800.24,183030.62,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2020,Construction,Construction,TN,0,0,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2020,Service,Services,ST,7,711900,15495189.87,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2020,Good,Biens,ST,0,0,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2020,Construction,Construction,ST,0,0,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2021,Service,Services,TN,105,22056517.51,1408070.52,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2021,Good,Biens,TN,31,10158598.15,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2021,Construction,Construction,TN,0,0,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2021,Service,Services,ST,395,70325394.14,10220468.42,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2021,Good,Biens,ST,39,3605522.70,12707.98,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2021,Construction,Construction,ST,0,0,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2021,Service,Services,TC,22,661858.16,40560,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2021,Good,Biens,TC,8,195429.67,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2021,Construction,Construction,TC,0,0,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2021,Service,Services,OB,8,36068725.12,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2021,Good,Biens,OB,2,4666235.29,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2021,Construction,Construction,OB,0,0,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2018,Service,Services,TC,12,1048266.20,216996.76,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2018,Good,Biens,TC,10,691512.25,0,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2018,Construction,Construction,TC,0,0,0,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2018,Service,Services,TN,12,255692.36,24408.0,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2018,Good,Biens,TN,1,16428.64,0,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2018,Construction,Construction,TN,1,24901.7,0,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2019,Service,Services,TC,29,2091461.18,462425.35,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2019,Good,Biens,TC,11,627091.79,26103.44,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2019,Construction,Construction,TC,0,0,0,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2019,Service,Services,TN,28,594984.60,56034.85,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2019,Good,Biens,TN,6,101586.26,2982.51,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2019,Construction,Construction,TN,0,0,0,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2020,Service,Services,TC,29,2046662.90,936717.59,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2020,Good,Biens,TC,3,72080.12,0,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2020,Construction,Construction,TC,0,0,0,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2020,Service,Services,TN,26,752280.24,-5790.30,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2020,Good,Biens,TN,5,78032.49,0,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2020,Construction,Construction,TN,0,0,0,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2021,Service,Services,TC,11,831478.71,14979.73,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2021,Good,Biens,TC,2,88795.4,0,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2021,Construction,Construction,TC,0,0,0,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2021,Service,Services,TN,10,265663.00,0,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2021,Good,Biens,TN,3,60500.37,0,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2021,Construction,Construction,TN,0,0,0,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2017,Service,Services,TN,9,216548.14,22600.0,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2017,Good,Biens,TN,2,63078.39,0,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2017,Construction,Construction,TN,0,0,0,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2017,Service,Services,TC,8,288095.13,179047.31,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2017,Good,Biens,TC,14,768686.46,0,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2017,Construction,Construction,TC,0,0,0,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2017,Service,Services,OB,0,0,54622.69,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2017,Good,Biens,OB,0,0,4333.38,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2017,Construction,Construction,OB,0,0,0,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada
2017,Service,Services,TC,12,243384.34,1088701.52,Indigenous Services Canada,Services aux Autochtones Canada
2017,Good,Biens,TC,12,496904.44,0,Indigenous Services Canada,Services aux Autochtones Canada
2017,Construction,Construction,TC,0,0,0,Indigenous Services Canada,Services aux Autochtones Canada
2017,Service,Services,TN,5,256260.25,412868.39,Indigenous Services Canada,Services aux Autochtones Canada
2017,Good,Biens,TN,2,40663.39,73501.05,Indigenous Services Canada,Services aux Autochtones Canada
2017,Construction,Construction,TN,1,9994.85,4407.0,Indigenous Services Canada,Services aux Autochtones Canada
2017,Service,Services,OB,0,0,6394543.14,Indigenous Services Canada,Services aux Autochtones Canada
2017,Good,Biens,OB,0,0,0,Indigenous Services Canada,Services aux Autochtones Canada
2017,Construction,Construction,OB,0,0,0,Indigenous Services Canada,Services aux Autochtones Canada
2018,Service,Services,TC,119,4515546.65,4670983.73,Indigenous Services Canada,Services aux Autochtones Canada
2018,Good,Biens,TC,25,1376477.28,141555.51,Indigenous Services Canada,Services aux Autochtones Canada
2018,Construction,Construction,TC,0,0,0,Indigenous Services Canada,Services aux Autochtones Canada
2018,Service,Services,OB,92,7945992.89,7530016.77,Indigenous Services Canada,Services aux Autochtones Canada
2018,Good,Biens,OB,13,492058.10,0,Indigenous Services Canada,Services aux Autochtones Canada
2018,Construction,Construction,OB,0,0,0,Indigenous Services Canada,Services aux Autochtones Canada
2018,Service,Services,TN,56,6126542.39,1554848.43,Indigenous Services Canada,Services aux Autochtones Canada
2018,Good,Biens,TN,27,4002931.35,14298.15,Indigenous Services Canada,Services aux Autochtones Canada
2018,Construction,Construction,TN,5,154519.27,57487.50,Indigenous Services Canada,Services aux Autochtones Canada
2018,Service,Services,AC,13,651299.5,559639.5,Indigenous Services Canada,Services aux Autochtones Canada
2018,Good,Biens,AC,0,0,0,Indigenous Services Canada,Services aux Autochtones Canada
2018,Construction,Construction,AC,0,0,0,Indigenous Services Canada,Services aux Autochtones Canada
2020,Service,Services,TC,267,26910065.86,2913038.30,Indigenous Services Canada,Services aux Autochtones Canada
2020,Good,Biens,TC,160,17298280.52,500383.84,Indigenous Services Canada,Services aux Autochtones Canada
2020,Construction,Construction,TC,0,0,0,Indigenous Services Canada,Services aux Autochtones Canada
2020,Service,Services,TN,180,19671362.26,2382089.36,Indigenous Services Canada,Services aux Autochtones Canada
2020,Good,Biens,TN,152,11539059.88,309491.86,Indigenous Services Canada,Services aux Autochtones Canada
2020,Construction,Construction,TN,10,163240.59,42656.25,Indigenous Services Canada,Services aux Autochtones Canada
2020,Service,Services,OB,62,33675253.01,5451516.78,Indigenous Services Canada,Services aux Autochtones Canada
2020,Good,Biens,OB,31,3148322.02,71423.57,Indigenous Services Canada,Services aux Autochtones Canada
2020,Construction,Construction,OB,0,0,0,Indigenous Services Canada,Services aux Autochtones Canada
