year,commodity_type_en,commodity_type_fr,contracts_count,original_value,amendment_value,department_en,department_fr
2020,Service,Services,839,3814594.53,75963.46,Environment and Climate Change Canada,Environnement et Changement climatique Canada
2020,Good,Biens,495,1509700.84,-22766.32,Environment and Climate Change Canada,Environnement et Changement climatique Canada
2020,Construction,Construction,55,350339.72,-624.07,Environment and Climate Change Canada,Environnement et Changement climatique Canada
2017,Service,Services,18,39510,472,Farm Products Council of Canada,Conseil des produits agricoles du Canada
2017,Good,Biens,19,50056.95,5465.3,Farm Products Council of Canada,Conseil des produits agricoles du Canada
2017,Construction,Construction,0,0,0,Farm Products Council of Canada,Conseil des produits agricoles du Canada
2018,Service,Services,33,79888.04,317.8,Farm Products Council of Canada,Conseil des produits agricoles du Canada
2018,Good,Biens,8,18483.2,-3723.13,Farm Products Council of Canada,Conseil des produits agricoles du Canada
2018,Construction,Construction,0,0,0,Farm Products Council of Canada,Conseil des produits agricoles du Canada
2019,Service,Services,14,47691.55,309.06,Farm Products Council of Canada,Conseil des produits agricoles du Canada
2019,Good,Biens,3,2220.46,101.7,Farm Products Council of Canada,Conseil des produits agricoles du Canada
2019,Construction,Construction,0,0,0,Farm Products Council of Canada,Conseil des produits agricoles du Canada
2017,Service,Services,104,238195.49,-5858.82,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l'Ontario
2017,Good,Biens,32,87766,30.92,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l'Ontario
2017,Construction,Construction,0,0,0,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l'Ontario
2018,Service,Services,126,185540.83,-23509.79,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l'Ontario
2018,Good,Biens,45,132312.76,0,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l'Ontario
2018,Construction,Construction,0,0,0,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l'Ontario
2019,Service,Services,116,257535.25,-8039.64,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l'Ontario
2019,Good,Biens,26,64078.09,0,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l'Ontario
2019,Construction,Construction,0,0,0,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l'Ontario
2020,Service,Services,63,114773.06,-7114.53,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l'Ontario
2020,Good,Biens,14,37498.07,11119.13,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l'Ontario
2020,Construction,Construction,0,0,0,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l'Ontario
2017,Service,Services,49,229865.19,1449.01,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada
2017,Good,Biens,13,50102.45,0,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada
2017,Construction,Construction,0,0,0,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada
2018,Service,Services,65,294325.33,4373.22,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada
2018,Good,Biens,25,97668.26,0,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada
2018,Construction,Construction,3,8640.91,0,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada
2019,Service,Services,52,207877.54,7492.63,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada
2019,Good,Biens,49,182744.34,254.25,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada
2019,Construction,Construction,1,1356,0,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada
2020,Service,Services,53,163870.52,26247.89,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada
2020,Good,Biens,30,119439.3,201.14,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada
2020,Construction,Construction,0,0,0,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada
2017,Service,Services,45,184338.17,25304.5,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada
2017,Good,Biens,19,70737.28,9950.03,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada
2017,Construction,Construction,0,0,0,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada
2018,Service,Services,49,148246.47,46975.53,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada
2018,Good,Biens,11,51915.72,575.69,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada
2018,Construction,Construction,0,0,0,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada
2017,Service,Services,7617,27578714.03,-703945.61,Fisheries and Oceans Canada,Pêches et Océans Canada
2017,Good,Biens,5061,17810476.36,-153915.42,Fisheries and Oceans Canada,Pêches et Océans Canada
2017,Construction,Construction,1963,6993910.76,-5646.77,Fisheries and Oceans Canada,Pêches et Océans Canada
2018,Service,Services,8594,36782098.29,-190853.83,Fisheries and Oceans Canada,Pêches et Océans Canada
2018,Good,Biens,5132,19759883.23,-63723.29,Fisheries and Oceans Canada,Pêches et Océans Canada
2018,Construction,Construction,1425,6045918.88,-7058.2,Fisheries and Oceans Canada,Pêches et Océans Canada
2019,Service,Services,8287,36527174.05,-766024.16,Fisheries and Oceans Canada,Pêches et Océans Canada
2019,Good,Biens,6122,35643727.24,-13772726.53,Fisheries and Oceans Canada,Pêches et Océans Canada
2019,Construction,Construction,1258,5407511.81,-8184.18,Fisheries and Oceans Canada,Pêches et Océans Canada
2020,Service,Services,6753,29670142.3,-193288.1,Fisheries and Oceans Canada,Pêches et Océans Canada
2020,Good,Biens,6811,23582462.77,-40178.44,Fisheries and Oceans Canada,Pêches et Océans Canada
2020,Construction,Construction,929,3638498.6,14258.11,Fisheries and Oceans Canada,Pêches et Océans Canada
2017,Service,Services,5026,16026817.8,857004.12,Global Affairs Canada,Affaires mondiales Canada
2017,Good,Biens,4777,9860235.17,220415.31,Global Affairs Canada,Affaires mondiales Canada
2017,Construction,Construction,809,3007428.06,135626.61,Global Affairs Canada,Affaires mondiales Canada
2018,Service,Services,5056,18576429.43,1444513.53,Global Affairs Canada,Affaires mondiales Canada
2018,Good,Biens,5324,12019542.65,267524.54,Global Affairs Canada,Affaires mondiales Canada
2018,Construction,Construction,829,3493353.99,264421.14,Global Affairs Canada,Affaires mondiales Canada
2019,Service,Services,5971,18933561.6,1088305.89,Global Affairs Canada,Affaires mondiales Canada
2019,Good,Biens,5006,11051149.22,106822.71,Global Affairs Canada,Affaires mondiales Canada
2019,Construction,Construction,895,3556807.09,187859.35,Global Affairs Canada,Affaires mondiales Canada
2020,Service,Services,3706,11242301.65,734840.16,Global Affairs Canada,Affaires mondiales Canada
2020,Good,Biens,3855,8698789.17,148450.04,Global Affairs Canada,Affaires mondiales Canada
2020,Construction,Construction,489,1758406.73,167337.36,Global Affairs Canada,Affaires mondiales Canada
2017,Service,Services,4316,16566480.12,308318.69,Health Canada,Santé Canada
2017,Good,Biens,2301,7367873.95,75632.75,Health Canada,Santé Canada
2017,Construction,Construction,25,168608.55,11434.35,Health Canada,Santé Canada
2018,Service,Services,5418,15457422.28,198870.46,Health Canada,Santé Canada
2018,Good,Biens,1284,3983433.12,48037.93,Health Canada,Santé Canada
2018,Construction,Construction,35,142170.29,4447.19,Health Canada,Santé Canada
2019,Service,Services,5376,17305973.68,1078977.22,Health Canada,Santé Canada
2019,Good,Biens,1138,3165355.84,12251.24,Health Canada,Santé Canada
2019,Construction,Construction,55,221459.11,63059.27,Health Canada,Santé Canada
2020,Service,Services,5546,17607894.38,170263.97,Health Canada,Santé Canada
2020,Good,Biens,776,2644447.51,47935.98,Health Canada,Santé Canada
2020,Construction,Construction,41,147404.38,33231.63,Health Canada,Santé Canada
2019,Service,Services,577,4633781.17,5426.57,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2019,Good,Biens,98,287165.19,-5878.49,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2019,Construction,Construction,2,7319.01,0,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2020,Service,Services,730,6012365.82,55398.31,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2020,Good,Biens,107,404055.11,4921.39,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2020,Construction,Construction,0,0,0,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
2017,Service,Services,905,1670058.27,250172.03,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2017,Good,Biens,2697,4518899.83,18791.45,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2017,Construction,Construction,0,0,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2018,Service,Services,803,1440618.65,84842.49,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2018,Good,Biens,2336,3896436.33,1040.27,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2018,Construction,Construction,0,0,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2019,Service,Services,571,1326981.41,74224.04,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2019,Good,Biens,2561,4080813.7,38849.1,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2019,Construction,Construction,0,0,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2020,Service,Services,399,1019292.35,-168328.78,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2020,Good,Biens,669,1233910.43,51714.45,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2020,Construction,Construction,0,0,0,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2018,Service,Services,37,190843.31,2881.54,Infrastructure Canada,Infrastructure Canada
2018,Good,Biens,20,89657.18,15.79,Infrastructure Canada,Infrastructure Canada
2018,Construction,Construction,0,0,0,Infrastructure Canada,Infrastructure Canada
2017,Service,Services,15,69342.78,2260,Infrastructure Canada,Infrastructure Canada
2017,Good,Biens,12,54758.77,20127.26,Infrastructure Canada,Infrastructure Canada
2017,Construction,Construction,0,0,0,Infrastructure Canada,Infrastructure Canada
2019,Service,Services,25,117665.81,10113.69,Infrastructure Canada,Infrastructure Canada
2019,Good,Biens,16,78979.51,2881.5,Infrastructure Canada,Infrastructure Canada
2019,Construction,Construction,0,0,0,Infrastructure Canada,Infrastructure Canada
2020,Service,Services,10,41896.99,20946.15,Infrastructure Canada,Infrastructure Canada
2020,Good,Biens,10,36543.81,2540.49,Infrastructure Canada,Infrastructure Canada
2020,Construction,Construction,0,0,0,Infrastructure Canada,Infrastructure Canada
2017,Service,Services,1997,4042520.65,74468.27,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2017,Good,Biens,575,1886113.02,5350.29,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2017,Construction,Construction,18,73659.6,676.72,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2018,Service,Services,2222,4563625.57,113217.88,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2018,Good,Biens,699,2137634.07,12507.61,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2018,Construction,Construction,5,21735.59,0,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2019,Service,Services,1842,4155817.47,23105.78,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2019,Good,Biens,545,1764262.71,-1405.43,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2019,Construction,Construction,3,19666.26,0,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2017,Service,Services,99,320652.05,4998.48,Library and Archives Canada,Bibliothèque et Archives Canada
2017,Good,Biens,90,344641.29,5197.42,Library and Archives Canada,Bibliothèque et Archives Canada
2017,Construction,Construction,2,15384.95,0,Library and Archives Canada,Bibliothèque et Archives Canada
2018,Service,Services,78,277308.16,12294.4,Library and Archives Canada,Bibliothèque et Archives Canada
2018,Good,Biens,74,227258.26,194.48,Library and Archives Canada,Bibliothèque et Archives Canada
2018,Construction,Construction,0,0,0,Library and Archives Canada,Bibliothèque et Archives Canada
2019,Service,Services,82,296984.7,14656.44,Library and Archives Canada,Bibliothèque et Archives Canada
2019,Good,Biens,120,504447.96,-25484.58,Library and Archives Canada,Bibliothèque et Archives Canada
2019,Construction,Construction,0,0,0,Library and Archives Canada,Bibliothèque et Archives Canada
2020,Service,Services,45,125869.74,-15869.74,Library and Archives Canada,Bibliothèque et Archives Canada
2020,Good,Biens,75,285286.41,4295.02,Library and Archives Canada,Bibliothèque et Archives Canada
2020,Construction,Construction,0,0.0,0.0,Library and Archives Canada,Bibliothèque et Archives Canada
2017,Service,Services,22,160620.07,23222.33,Military Grievances External Review Committee,Comité externe d’examen des griefs militaires
2017,Good,Biens,20,102634.3,6316.7,Military Grievances External Review Committee,Comité externe d’examen des griefs militaires
2017,Construction,Construction,0,0,0,Military Grievances External Review Committee,Comité externe d’examen des griefs militaires
2018,Service,Services,24,69317.17,3241.02,Military Grievances External Review Committee,Comité externe d’examen des griefs militaires
2018,Good,Biens,39,136825.53,10041.18,Military Grievances External Review Committee,Comité externe d’examen des griefs militaires
2018,Construction,Construction,0,0,0,Military Grievances External Review Committee,Comité externe d’examen des griefs militaires
2019,Service,Services,15,140573.45,2762.5,Military Grievances External Review Committee,Comité externe d’examen des griefs militaires
2019,Good,Biens,25,58958.73,58958.73,Military Grievances External Review Committee,Comité externe d’examen des griefs militaires
2019,Construction,Construction,0,0,0,Military Grievances External Review Committee,Comité externe d’examen des griefs militaires
2020,Service,Services,13,19945.96,1570.74,Military Grievances External Review Committee,Comité externe d’examen des griefs militaires
2020,Good,Biens,34,90406.06,14.9,Military Grievances External Review Committee,Comité externe d’examen des griefs militaires
2020,Construction,Construction,0,0,0,Military Grievances External Review Committee,Comité externe d’examen des griefs militaires
2017,Service,Services,23,154396.1,-6068.97,Military Police Complaints Commission of Canada,Commission d'examen des plaintes concernant la police militaire du Canada
2017,Good,Biens,14,49810.15,0,Military Police Complaints Commission of Canada,Commission d'examen des plaintes concernant la police militaire du Canada
2017,Construction,Construction,0,0,0,Military Police Complaints Commission of Canada,Commission d'examen des plaintes concernant la police militaire du Canada
2018,Service,Services,48,222605,48775,Military Police Complaints Commission of Canada,Commission d'examen des plaintes concernant la police militaire du Canada
2018,Good,Biens,12,23181,695,Military Police Complaints Commission of Canada,Commission d'examen des plaintes concernant la police militaire du Canada
2018,Construction,Construction,0,0,0,Military Police Complaints Commission of Canada,Commission d'examen des plaintes concernant la police militaire du Canada
2019,Service,Services,40,333655.49,27490,Military Police Complaints Commission of Canada,Commission d'examen des plaintes concernant la police militaire du Canada
2019,Good,Biens,6,29444.87,0,Military Police Complaints Commission of Canada,Commission d'examen des plaintes concernant la police militaire du Canada
2019,Construction,Construction,0,0,0,Military Police Complaints Commission of Canada,Commission d'examen des plaintes concernant la police militaire du Canada
2020,Service,Services,13,60662.26,8160.28,Military Police Complaints Commission of Canada,Commission d'examen des plaintes concernant la police militaire du Canada
2020,Good,Biens,6,12573.89,0,Military Police Complaints Commission of Canada,Commission d'examen des plaintes concernant la police militaire du Canada
2020,Construction,Construction,0,0,0,Military Police Complaints Commission of Canada,Commission d'examen des plaintes concernant la police militaire du Canada
2017,Service,Services,53294,57708183,93985,National Defence,Défense nationale
2017,Good,Biens,42506,60794055,18559.27,National Defence,Défense nationale
2017,Construction,Construction,2137,4829855.77,-9123.3,National Defence,Défense nationale
2018,Service,Services,63462,69027333.11,147188.82,National Defence,Défense nationale
2018,Good,Biens,62317,85423432.22,-80203.55,National Defence,Défense nationale
2018,Construction,Construction,5411,11421901.77,-29867.86,National Defence,Défense nationale
2019,Service,Services,59372,65534692.15,-91115.09,National Defence,Défense nationale
2019,Good,Biens,71199,93586155.23,-197607.93,National Defence,Défense nationale
2019,Construction,Construction,5434,10336560.0,-78329.62,National Defence,Défense nationale
2020,Service,Services,41501,52955465.64,-261813.03,National Defence,Défense nationale
2020,Good,Biens,86087,111526827.45,-56449.12,National Defence,Défense nationale
2020,Construction,Construction,3615,9066187.82,-58232.05,National Defence,Défense nationale
2017,Service,Services,4683,6552025.82,0,National Film Board,Office national du film
2017,Good,Biens,626,746138.07,0,National Film Board,Office national du film
2017,Construction,Construction,0,0,0,National Film Board,Office national du film
2018,Service,Services,4843,7671816.96,218554.32,National Film Board,Office national du film
2018,Good,Biens,533,683573.1,34839.92,National Film Board,Office national du film
2018,Construction,Construction,10,18779.52,13.32,National Film Board,Office national du film
2019,Service,Services,3724,5797825.05,62270.42,National Film Board,Office national du film
2019,Good,Biens,427,858404.9,4149.29,National Film Board,Office national du film
2019,Construction,Construction,7,28070.42,7013.48,National Film Board,Office national du film
2020,Service,Services,3511,5611537.91,313252.39,National Film Board,Office national du film
2020,Good,Biens,348,578056.69,7658.13,National Film Board,Office national du film
2020,Construction,Construction,1,2290.51,154.4,National Film Board,Office national du film
2017,Service,Services,2864,8960838.23,-24387.37,National Research Council Canada,Conseil national de recherches Canada
2017,Good,Biens,10321,20193556.31,-43598.64,National Research Council Canada,Conseil national de recherches Canada
2017,Construction,Construction,99,488614.11,69834.58,National Research Council Canada,Conseil national de recherches Canada
2018,Service,Services,4651,9442339.09,18781447.27,National Research Council Canada,Conseil national de recherches Canada
2018,Good,Biens,11564,18663106.34,118340.93,National Research Council Canada,Conseil national de recherches Canada
2018,Construction,Construction,166,387325.45,162154.89,National Research Council Canada,Conseil national de recherches Canada
2019,Service,Services,4479,9753050.44,18619807.73,National Research Council Canada,Conseil national de recherches Canada
2019,Good,Biens,11157,18642656.75,-22849.02,National Research Council Canada,Conseil national de recherches Canada
2019,Construction,Construction,212,447683.15,93267.62,National Research Council Canada,Conseil national de recherches Canada
2019,Service,Services,39,82417,0,National Security and Intelligence Review Agency,Office de surveillance des activités en matière de sécurité nationale et de renseignement
2019,Good,Biens,51,154452,0,National Security and Intelligence Review Agency,Office de surveillance des activités en matière de sécurité nationale et de renseignement
2019,Construction,Construction,0,0,0,National Security and Intelligence Review Agency,Office de surveillance des activités en matière de sécurité nationale et de renseignement
2020,Service,Services,15,57765.31,7910,National Security and Intelligence Review Agency,Office de surveillance des activités en matière de sécurité nationale et de renseignement
2020,Good,Biens,10,76045.4,13993.92,National Security and Intelligence Review Agency,Office de surveillance des activités en matière de sécurité nationale et de renseignement
2020,Construction,Construction,0,0,0,National Security and Intelligence Review Agency,Office de surveillance des activités en matière de sécurité nationale et de renseignement
2017,Service,Services,2456,5929164.8,492315.08,Natural Resources Canada,Ressources naturelles Canada
2017,Good,Biens,1560,3704453.06,105794.97,Natural Resources Canada,Ressources naturelles Canada
2017,Construction,Construction,94,264779.33,3414.46,Natural Resources Canada,Ressources naturelles Canada
2018,Service,Services,2287,5797869.05,491540.4,Natural Resources Canada,Ressources naturelles Canada
2018,Good,Biens,1514,3755531.17,49283.07,Natural Resources Canada,Ressources naturelles Canada
2018,Construction,Construction,64,145275.11,43221.51,Natural Resources Canada,Ressources naturelles Canada
2019,Service,Services,2156,4692884.68,525113.34,Natural Resources Canada,Ressources naturelles Canada
2019,Good,Biens,1578,3874553.24,74184.99,Natural Resources Canada,Ressources naturelles Canada
2019,Construction,Construction,92,234703.55,10164.57,Natural Resources Canada,Ressources naturelles Canada
2020,Service,Services,908,3575718.87,200233.7,Natural Resources Canada,Ressources naturelles Canada
2020,Good,Biens,900,2689899.54,10329.72,Natural Resources Canada,Ressources naturelles Canada
2020,Construction,Construction,41,197509.69,-893.36,Natural Resources Canada,Ressources naturelles Canada
2017,Service,Services,110,210744.92,-3520.51,Natural Sciences and Engineering Research Council of Canada,Conseil de recherches en sciences naturelles et en génie du Canada
2017,Good,Biens,84,188696.19,3979.24,Natural Sciences and Engineering Research Council of Canada,Conseil de recherches en sciences naturelles et en génie du Canada
2017,Construction,Construction,0,0,0,Natural Sciences and Engineering Research Council of Canada,Conseil de recherches en sciences naturelles et en génie du Canada
2017,Service,Services,224,1511165.09,36164.33,Office of the Auditor General of Canada,Bureau du vérificateur général du Canada
2017,Good,Biens,77,285980.93,-2289.44,Office of the Auditor General of Canada,Bureau du vérificateur général du Canada
2017,Construction,Construction,0,0,0,Office of the Auditor General of Canada,Bureau du vérificateur général du Canada
2018,Service,Services,155,1134473.81,33904.32,Office of the Auditor General of Canada,Bureau du vérificateur général du Canada
2018,Good,Biens,92,336232.02,1058.47,Office of the Auditor General of Canada,Bureau du vérificateur général du Canada
2018,Construction,Construction,0,0,0,Office of the Auditor General of Canada,Bureau du vérificateur général du Canada
2019,Service,Services,161,1385842.15,79432.45,Office of the Auditor General of Canada,Bureau du vérificateur général du Canada
2019,Good,Biens,58,1106398.13,19590.53,Office of the Auditor General of Canada,Bureau du vérificateur général du Canada
2019,Construction,Construction,0,0,0,Office of the Auditor General of Canada,Bureau du vérificateur général du Canada
2020,Service,Services,99,455793.6,58664,Office of the Auditor General of Canada,Bureau du vérificateur général du Canada
2020,Good,Biens,44,193389.99,1017,Office of the Auditor General of Canada,Bureau du vérificateur général du Canada
2020,Construction,Construction,0,0,0,Office of the Auditor General of Canada,Bureau du vérificateur général du Canada
2017,Service,Services,218,1045841,51910,Office of the Commissioner for Federal Judicial Affairs Canada,Commissariat à la magistrature fédérale Canada
2017,Good,Biens,68,198193,1720,Office of the Commissioner for Federal Judicial Affairs Canada,Commissariat à la magistrature fédérale Canada
2017,Construction,Construction,0,0,0,Office of the Commissioner for Federal Judicial Affairs Canada,Commissariat à la magistrature fédérale Canada
2018,Service,Services,185,963760,56840,Office of the Commissioner for Federal Judicial Affairs Canada,Commissariat à la magistrature fédérale Canada
2018,Good,Biens,14,50406,0,Office of the Commissioner for Federal Judicial Affairs Canada,Commissariat à la magistrature fédérale Canada
2018,Construction,Construction,0,0,0,Office of the Commissioner for Federal Judicial Affairs Canada,Commissariat à la magistrature fédérale Canada
2019,Service,Services,153,710343,20877,Office of the Commissioner for Federal Judicial Affairs Canada,Commissariat à la magistrature fédérale Canada
2019,Good,Biens,27,85194,23730,Office of the Commissioner for Federal Judicial Affairs Canada,Commissariat à la magistrature fédérale Canada
2019,Construction,Construction,0,0,0,Office of the Commissioner for Federal Judicial Affairs Canada,Commissariat à la magistrature fédérale Canada
2020,Service,Services,82,304959,2489,Office of the Commissioner for Federal Judicial Affairs Canada,Commissariat à la magistrature fédérale Canada
2020,Good,Biens,30,101104,0,Office of the Commissioner for Federal Judicial Affairs Canada,Commissariat à la magistrature fédérale Canada
2020,Construction,Construction,0,0,0,Office of the Commissioner for Federal Judicial Affairs Canada,Commissariat à la magistrature fédérale Canada
2017,Service,Services,14,81992,16313,Office of the Commissioner of Lobbying of Canada,Commissariat au lobbying du Canada
2017,Good,Biens,8,22424,2676,Office of the Commissioner of Lobbying of Canada,Commissariat au lobbying du Canada
2017,Construction,Construction,0,0,0,Office of the Commissioner of Lobbying of Canada,Commissariat au lobbying du Canada
2018,Service,Services,15,32832.25,0,Office of the Commissioner of Lobbying of Canada,Commissariat au lobbying du Canada
2018,Good,Biens,14,41258.93,9172.65,Office of the Commissioner of Lobbying of Canada,Commissariat au lobbying du Canada
2018,Construction,Construction,0,0,0,Office of the Commissioner of Lobbying of Canada,Commissariat au lobbying du Canada
2019,Service,Services,33,77693.99,8116.82,Office of the Commissioner of Lobbying of Canada,Commissariat au lobbying du Canada
2019,Good,Biens,25,66300.75,146.55,Office of the Commissioner of Lobbying of Canada,Commissariat au lobbying du Canada
2019,Construction,Construction,0,0.0,0.0,Office of the Commissioner of Lobbying of Canada,Commissariat au lobbying du Canada
2020,Service,Services,13,26729.39,1140.88,Office of the Commissioner of Lobbying of Canada,Commissariat au lobbying du Canada
2020,Good,Biens,12,31955.28,-175.13,Office of the Commissioner of Lobbying of Canada,Commissariat au lobbying du Canada
2020,Construction,Construction,0,0,0,Office of the Commissioner of Lobbying of Canada,Commissariat au lobbying du Canada
2017,Service,Services,112,355673.27,50883.89,Office of the Commissioner of Official Languages,Commissariat aux langues officielles
2017,Good,Biens,53,139056.19,2421.38,Office of the Commissioner of Official Languages,Commissariat aux langues officielles
2017,Construction,Construction,0,0,0,Office of the Commissioner of Official Languages,Commissariat aux langues officielles
2018,Service,Services,48,214783.92,40740.1,Office of the Commissioner of Official Languages,Commissariat aux langues officielles
2018,Good,Biens,69,243913.01,1103.8,Office of the Commissioner of Official Languages,Commissariat aux langues officielles
2018,Construction,Construction,0,0,0,Office of the Commissioner of Official Languages,Commissariat aux langues officielles
2019,Service,Services,66,205480,13233.97,Office of the Commissioner of Official Languages,Commissariat aux langues officielles
2019,Good,Biens,58,164142.26,-32.19,Office of the Commissioner of Official Languages,Commissariat aux langues officielles
2019,Construction,Construction,0,0,0,Office of the Commissioner of Official Languages,Commissariat aux langues officielles
2020,Service,Services,82,301507.52,41194.27,Office of the Commissioner of Official Languages,Commissariat aux langues officielles
2020,Good,Biens,60,139211.37,9686.09,Office of the Commissioner of Official Languages,Commissariat aux langues officielles
2020,Construction,Construction,0,0,0,Office of the Commissioner of Official Languages,Commissariat aux langues officielles
2017,Service,Services,34,156231.31,0,Office of the Information Commissioner of Canada,Commissariat à l'information du Canada
2017,Good,Biens,59,102007,-1305.9,Office of the Information Commissioner of Canada,Commissariat à l'information du Canada
2017,Construction,Construction,0,0,0,Office of the Information Commissioner of Canada,Commissariat à l'information du Canada
2018,Service,Services,15,65604.97,13157.84,Office of the Information Commissioner of Canada,Commissariat à l'information du Canada
2018,Good,Biens,33,128803.28,18182.5,Office of the Information Commissioner of Canada,Commissariat à l'information du Canada
2018,Construction,Construction,0,0,0,Office of the Information Commissioner of Canada,Commissariat à l'information du Canada
2019,Service,Services,21,67510.33,17456.7,Office of the Information Commissioner of Canada,Commissariat à l'information du Canada
2019,Good,Biens,41,152372.71,0,Office of the Information Commissioner of Canada,Commissariat à l'information du Canada
2019,Construction,Construction,0,0,0,Office of the Information Commissioner of Canada,Commissariat à l'information du Canada
2020,Service,Services,24,95135.84,2505.02,Office of the Information Commissioner of Canada,Commissariat à l'information du Canada
2020,Good,Biens,35,138794.96,2772.0,Office of the Information Commissioner of Canada,Commissariat à l'information du Canada
2020,Construction,Construction,0,0,0,Office of the Information Commissioner of Canada,Commissariat à l'information du Canada
2017,Service,Services,71,256386.48,5592.48,Office of the Privacy Commissioner of Canada,Commissariats à l’information et à la protection de la vie privée au Canada
2017,Good,Biens,50,183080.67,0,Office of the Privacy Commissioner of Canada,Commissariats à l’information et à la protection de la vie privée au Canada
2017,Construction,Construction,0,0,0,Office of the Privacy Commissioner of Canada,Commissariats à l’information et à la protection de la vie privée au Canada
2018,Service,Services,122,362513.18,88302.98,Office of the Privacy Commissioner of Canada,Commissariats à l’information et à la protection de la vie privée au Canada
2018,Good,Biens,55,142662,0,Office of the Privacy Commissioner of Canada,Commissariats à l’information et à la protection de la vie privée au Canada
2018,Construction,Construction,0,0,0,Office of the Privacy Commissioner of Canada,Commissariats à l’information et à la protection de la vie privée au Canada
